chr	start	end
chr9	40703037	40703056
chr9	40703185	40703230
chr9	40704226	40704226
chr9	40704988	40705084
chr9	40705330	40705375
chr9	40705679	40705685
chr9	40705933	40705948
chr9	41503390	41503451
chr9	41503519	41503539
chr9	41504676	41504683
chr9	41504917	41505009
chr9	41505460	41505609
chr9	41505932	41506030
chr9	41506060	41506149
chr9	41506240	41506243
chr9	42372202	42372317
chr9	42376261	42376367
chr9	42377414	42377531
chr9	42389464	42389533
chr9	42393482	42393566
chr9	42396395	42396414
chr9	42402438	42402508
chr9	42408158	42408238
chr9	42409509	42409905
chr9	42409954	42410025
chr9	42410206	42410240
chr9	42410341	42410480
chr9	42671901	42671946
chr9	42673491	42673528
chr9	42679435	42679473
chr9	42681171	42681173
chr9	42681196	42681257
chr9	42689822	42689878
chr9	42700961	42701012
chr9	42712576	42712577
chr9	42712607	42712618
chr9	42712740	42712839
chr9	42713873	42714042
chr9	42714469	42714536
chr9	42718066	42718099
chr9	42718157	42718348
chr9	42718375	42718696
chr9	42718725	42718890
chr9	42718913	42719018
chr9	42719155	42719316
chr9	43095105	43095164
chr9	43099327	43099397
chr9	43105426	43105445
chr9	43108274	43108344
chr9	43112306	43112375
chr9	43129467	43129527
chr9	43129803	43129898
chr9	43133274	43133415
chr9	43625201	43625215
chr9	43628041	43628185
chr9	43815944	43815963
chr9	43816637	43816685
chr9	43818074	43818088
chr9	43822630	43822646
chr9	43861198	43861207
chr9	43891561	43891638
chr9	43894105	43894320
chr9	43908436	43908524
chr9	43915447	43915550
chr9	43920325	43920371
chr9	65505639	65505757
chr9	65506469	65506483
chr9	65507507	65507552
chr9	65509393	65509581
chr9	67938603	67938658
chr9	67965132	67965143
chr9	67968405	67968405
chr9	69200577	69200601
chr9	69200699	69200769
chr9	69200809	69200954
chr9	69201031	69201062
chr9	69245941	69245978
chr9	69255604	69255695
chr9	69416168	69416189
chr9	69420390	69420400
chr9	70176733	70176801
chr9	70486793	70486851
chr9	70488820	70488906
chr9	70862529	70862593
chr9	70871868	70871868
chr9	70874325	70874351
chr9	70879393	70879431
chr9	70917908	70918050
chr9	70918135	70918139
chr9	70918240	70918305
chr9	70918434	70918654
chr9	71687699	71687738
chr9	71789214	71789225
chr9	71864242	71864242
chr9	72000711	72000739
chr9	73150345	73150382
chr9	73205916	73205930
chr9	73479348	73479371
chr9	74061569	74061707
chr9	74365282	74365289
chr9	74533352	74533416
chr9	74979378	74979524
chr9	75567971	75567975
chr9	75769240	75769258
chr9	77352271	77352366
chr9	77641969	77642067
chr9	77642928	77642975
chr9	77693242	77693328
chr9	78808271	78808295
chr9	78917053	78917133
chr9	79239939	79239974
chr9	79997283	79997289
chr9	80646016	80646056
chr9	80881684	80881706
chr9	80881976	80881991
chr9	82187706	82187721
chr9	82188180	82188221
chr9	82188259	82188285
chr9	82264735	82264773
chr9	82322038	82322133
chr9	85882120	85882132
chr9	86292862	86292876
chr9	86407866	86407953
chr9	86457300	86457316
chr9	86568662	86568758
chr9	86894180	86894187
chr9	88270200	88270228
chr9	88287562	88287578
chr9	88581508	88581550
chr9	88642666	88642675
chr9	88836521	88836648
chr9	88842729	88842746
chr9	90258313	90258344
chr9	90538240	90538243
chr9	90746304	90746311
chr9	90748561	90748584
chr9	90749714	90749833
chr9	91606573	91606580
chr9	91792911	91792935
chr9	91792975	91793021
chr9	91793085	91793157
chr9	94817627	94817632
chr9	95062327	95062340
chr9	95166797	95166957
chr9	95362677	95362790
chr9	95821100	95821106
chr9	95896485	95896499
chr9	96031122	96031232
chr9	96080155	96080324
chr9	96080621	96080629
chr9	96080854	96080873
chr9	96097837	96097899
chr9	96098165	96098235
chr9	96213370	96213475
chr9	96214203	96214224
chr9	96214821	96214863
chr9	96214923	96214927
chr9	96277949	96278049
chr9	96285562	96285645
chr9	96339056	96339153
chr9	96717340	96717428
chr9	97080987	97080992
chr9	97081269	97081282
chr9	97081895	97081949
chr9	97082551	97082559
chr9	97082695	97082702
chr9	97087520	97087657
chr9	97087758	97087769
chr9	97088129	97088146
chr9	97137102	97137208
chr9	97767440	97767464
chr9	97848271	97848352
chr9	97873430	97873472
chr9	98278751	98278813
chr9	98732885	98732938
chr9	98734215	98734382
chr9	98734414	98734599
chr9	98735079	98735298
chr9	98740343	98740497
chr9	98766804	98766953
chr9	98774522	98774882
chr9	98774988	98775100
chr9	98775197	98775466
chr9	99180135	99180150
chr9	99212562	99212621
chr9	99212840	99212910
chr9	99278047	99278074
chr9	99329104	99329152
chr9	99381559	99381660
chr9	99417372	99417536
chr9	99694355	99694573
chr9	99699474	99699482
chr9	99700257	99700283
chr9	99700646	99700689
chr9	99700772	99700943
chr9	99701184	99701193
chr9	100317932	100317993
chr9	100363320	100363374
chr9	100616783	100616831
chr9	100675155	100675257
chr9	100684807	100684814
chr9	100850100	100850107
chr9	100881468	100881470
chr9	100975533	100975540
chr9	101470790	101470929
chr9	101494786	101494880
chr9	101558543	101558604
chr9	101558629	101558773
chr9	101569981	101570064
chr9	101570275	101570290
chr9	101867488	101867532
chr9	101983261	101983385
chr9	102591006	102591147
chr9	103027202	103027210
chr9	103235827	103235832
chr9	104239381	104239413
chr9	104312888	104313067
chr9	107361470	107361470
chr9	108007150	108007185
chr9	108147843	108147848
chr9	108152093	108152245
chr9	108200562	108200576
chr9	108275880	108275912
chr9	108398970	108399119
chr9	108511354	108511392
chr9	109694603	109694672
chr9	110087272	110087285
chr9	111745425	111745436
chr9	111775638	111775679
chr9	112003881	112003895
chr9	112082449	112082532
chr9	112082614	112082726
chr9	113065801	113065856
chr9	113524482	113524488
chr9	114235177	114235265
chr9	114305489	114305492
chr9	114325382	114325385
chr9	114393824	114393839
chr9	114423983	114423995
chr9	114449145	114449150
chr9	114503827	114503850
chr9	114521591	114521591
chr9	114548192	114548309
chr9	114553654	114553698
chr9	114804381	114804445
chr9	114937447	114937536
chr9	115380166	115380234
chr9	115513404	115513417
chr9	115956333	115956391
chr9	116111860	116111885
chr9	116111970	116112039
chr9	116175715	116175765
chr9	116245264	116245268
chr9	116269704	116269829
chr9	116269871	116269918
chr9	116303740	116303746
chr9	116638661	116638693
chr9	116760539	116760634
chr9	116791013	116791252
chr9	116854108	116854159
chr9	116854190	116854252
chr9	116860394	116860470
chr9	116860581	116860709
chr9	116861214	116861337
chr9	116861446	116861449
chr9	116861530	116861557
chr9	117085414	117085527
chr9	118916452	118916544
chr9	118916703	118916751
chr9	119449135	119449135
chr9	119903605	119903757
chr9	120177010	120177045
chr9	123222994	123223024
chr9	123476350	123476440
chr9	123671537	123671656
chr9	124044730	124044807
chr9	124103444	124103467
chr9	124414070	124414179
chr9	124855182	124855186
chr9	124855397	124855436
chr9	124855501	124855559
chr9	124936933	124936981
chr9	124976702	124976707
chr9	125033143	125033165
chr9	125048059	125048187
chr9	125048318	125048390
chr9	125145791	125145838
chr9	125239302	125239500
chr9	125616118	125616132
chr9	125887810	125887836
chr9	126131119	126131225
chr9	126150009	126150137
chr9	126176790	126176867
chr9	127358028	127358118
chr9	127563240	127563353
chr9	127631570	127631594
chr9	128000420	128000421
chr9	128414396	128414508
chr9	128509787	128509903
chr9	129097579	129097686
chr9	129376729	129376739
chr9	129377709	129377724
chr9	129946182	129946310
chr9	130005416	130005528
chr9	130026178	130026278
chr9	130101925	130102030
chr9	130159661	130159762
chr9	130187153	130187175
chr9	130242142	130242155
chr9	130242179	130242257
chr9	130243462	130243484
chr9	130331099	130331158
chr9	130374683	130374706
chr9	130477925	130477957
chr9	130494592	130494615
chr9	130494990	130495011
chr9	130495448	130495460
chr9	130524629	130524719
chr9	130548468	130548519
chr9	130578160	130578161
chr9	130635596	130635778
chr9	130648751	130648857
chr9	130660143	130660180
chr9	130830604	130830676
chr9	130861492	130861647
chr9	130864359	130864394
chr9	130988404	130988452
chr9	131002264	131002275
chr9	131013004	131013195
chr9	131016870	131016875
chr9	131035064	131035144
chr9	131037687	131037764
chr9	131095753	131095788
chr9	131095812	131095903
chr9	131150209	131150231
chr9	131183210	131183269
chr9	131190581	131190700
chr9	131219477	131219583
chr9	131222437	131222540
chr9	131245153	131245166
chr9	131418871	131418888
chr9	131451825	131451934
chr9	131452285	131452305
chr9	131484888	131485018
chr9	131580964	131581031
chr9	131581111	131581126
chr9	131598358	131598384
chr9	131609712	131609807
chr9	131775287	131775298
chr9	131790425	131790458
chr9	131832128	131832227
chr9	131871042	131871161
chr9	131871413	131871553
chr9	131873791	131873795
chr9	131904889	131905046
chr9	131939461	131939537
chr9	131939577	131939657
chr9	131939951	131939989
chr9	131940021	131940113
chr9	132382437	132382666
chr9	132428174	132428183
chr9	132572425	132572575
chr9	132681438	132681521
chr9	132934943	132935006
chr9	133223952	133224102
chr9	133224380	133224518
chr9	133224924	133225033
chr9	133226810	133226964
chr9	133228314	133228586
chr9	133230150	133230430
chr9	133231139	133231158
chr9	133231210	133231241
chr9	133231479	133231669
chr9	133233221	133233346
chr9	133233746	133233873
chr9	133234706	133234801
chr9	133235840	133235991
chr9	133259774	133259904
chr9	133260083	133260185
chr9	133260947	133261091
chr9	133261830	133261911
chr9	133276170	133276334
chr9	133278176	133278283
chr9	133278581	133278715
chr9	133279128	133279262
chr9	133280309	133280438
chr9	133281405	133281555
chr9	133285958	133286039
chr9	133294159	133294358
chr9	133294423	133294428
chr9	133297964	133298113
chr9	133300186	133300230
chr9	133300255	133300300
chr9	133301074	133301298
chr9	133302700	133302762
chr9	133302884	133302953
chr9	133302978	133303006
chr9	133303745	133303876
chr9	133304944	133304986
chr9	133305702	133305922
chr9	133305949	133305991
chr9	133306754	133306873
chr9	133307816	133307922
chr9	133308820	133308919
chr9	133308971	133309080
chr9	133556899	133556970
chr9	133577475	133577504
chr9	133884617	133884724
chr9	134001004	134001079
chr9	134014668	134014693
chr9	134166498	134166572
chr9	134385590	134385630
chr9	134406453	134406458
chr9	134479348	134479440
chr9	134480323	134480575
chr9	134494466	134494576
chr9	134615157	134615217
chr9	135116297	135116413
chr9	135144790	135144876
chr9	135211683	135211726
chr9	135285783	135285786
chr9	135930501	135930604
chr9	135946575	135946598
chr9	135976849	135976875
chr9	135996392	135996493
chr9	136004547	136004721
chr9	136031479	136031489
chr9	136037729	136037740
chr9	136083246	136083319
chr9	136150578	136150579
chr9	136223138	136223164
chr9	136223286	136223329
chr9	136223469	136223478
chr9	136234351	136234360
chr9	136237752	136237827
chr9	136242793	136242818
chr9	136288221	136288287
chr9	136327281	136327341
chr9	136328537	136328542
chr9	136340670	136340683
chr9	136399863	136400030
chr9	136401685	136401772
chr9	136901608	136901713
chr9	136905337	136905391
chr9	137534043	137534098
chr9	137721983	137722022
chr9	137801016	137801092
chr9	137801193	137801487
chr9	137979212	137979288
chr9	137979853	137979922
chr9	138235245	138235317
chr9	138235868	138236253
chr9	138438071	138438086
chr9	138441691	138441790
chr9	138557942	138557949
chr9	138585667	138585671
chr9	138586143	138586156
chr9	138606451	138606483
chr9	138679946	138680008
chr9	138716635	138716637
chr9	138757178	138757210
chr9	138798851	138799005
chr9	138852884	138853008
chr9	139094910	139094917
chr9	139096845	139096858
chr9	139137387	139137464
chr9	139222212	139222219
chr9	139262405	139262428
chr9	139316552	139316723
chr9	139333849	139333857
chr9	139341464	139341467
chr9	139411738	139411767
chr9	139440178	139440238
chr9	139581662	139581731
chr9	139607131	139607180
chr9	139649018	139649031
chr9	139649629	139649637
chr9	139650905	139650906
chr9	139702662	139702778
chr9	139716409	139716508
chr9	139728421	139728456
chr9	139756861	139756885
chr9	139836453	139836469
chr9	139863820	139863925
chr9	139864366	139864511
chr9	139865416	139865495
chr9	139865950	139866028
chr9	139903432	139903500
chr9	139903829	139903833
chr9	139913738	139913758
chr9	139922527	139922618
chr9	139927557	139927677
chr9	139940365	139940479
chr9	139948333	139948449
chr9	139964405	139964613
chr9	139964660	139964790
chr9	139971985	139972053
chr9	139972267	139972323
chr9	139982733	139982850
chr9	140008317	140008480
chr9	140008765	140008769
chr9	140033941	140033951
chr9	140062157	140062217
chr9	140063509	140063520
chr9	140064153	140064386
chr9	140083222	140083230
chr9	140119579	140119685
chr9	140135813	140135869
chr9	140139037	140139056
chr9	140139337	140139430
chr9	140147846	140147866
chr9	140149962	140150022
chr9	140249089	140249089
chr9	140317982	140318150
chr9	140353484	140353576
chr9	140484665	140484715
chr9	140510320	140510338
chr9	140510363	140510549
chr9	140637823	140637843
chr9	140917795	140917800
chr9	140917937	140918035
chr9	140944527	140944538
chr9	140964210	140964215
chr9	141121395	141121515
chr10	94802	94823
chr10	430485	430579
chr10	530721	530888
chr10	735433	735531
chr10	860577	860638
chr10	1094203	1094299
chr10	1094769	1094784
chr10	1120325	1120448
chr10	1405630	1405631
chr10	3167322	3167441
chr10	5018043	5018082
chr10	5139816	5139840
chr10	5454674	5454763
chr10	5494788	5494799
chr10	5684436	5684516
chr10	5853837	5853873
chr10	5920050	5920053
chr10	5931093	5931207
chr10	6019387	6019491
chr10	6245297	6245299
chr10	6270159	6270181
chr10	6273226	6273296
chr10	7247730	7247736
chr10	7423876	7423904
chr10	8051270	8051293
chr10	11047273	11047288
chr10	11060119	11060120
chr10	11362840	11362861
chr10	11784609	11784704
chr10	11911949	11911966
chr10	11912169	11912175
chr10	12142177	12142234
chr10	12171787	12171793
chr10	12206472	12206510
chr10	12209850	12209853
chr10	13043442	13043479
chr10	13342006	13342067
chr10	13542075	13542080
chr10	13568137	13568221
chr10	13570473	13570533
chr10	13633814	13633879
chr10	13639646	13639668
chr10	14013670	14013775
chr10	14050059	14050107
chr10	14595336	14595386
chr10	14884247	14884257
chr10	14884517	14884605
chr10	14884648	14884820
chr10	14885390	14885562
chr10	14885620	14885865
chr10	14978537	14978592
chr10	15113862	15113876
chr10	15130716	15130727
chr10	15182986	15183028
chr10	15210560	15210619
chr10	15412955	15413051
chr10	15879541	15879643
chr10	16562902	16562916
chr10	17211478	17211538
chr10	17659240	17659309
chr10	18439835	18439860
chr10	19492690	19492809
chr10	19493261	19493342
chr10	19493827	19493917
chr10	19493943	19494194
chr10	19498197	19498501
chr10	19498588	19498609
chr10	19546613	19546700
chr10	19568976	19569111
chr10	19571962	19572110
chr10	19612878	19613034
chr10	19616492	19616602
chr10	19620307	19620489
chr10	19636700	19636947
chr10	19641009	19641177
chr10	19676481	19676702
chr10	19678381	19678538
chr10	19739268	19739419
chr10	19780446	19780574
chr10	19787414	19787575
chr10	19820123	19820280
chr10	19856431	19856620
chr10	19884136	19884322
chr10	19884358	19884386
chr10	19896709	19896831
chr10	19904786	19904851
chr10	19981217	19981290
chr10	19981387	19981483
chr10	20019635	20019656
chr10	20019681	20019710
chr10	20023086	20023166
chr10	21108298	21108302
chr10	21188307	21188379
chr10	21806210	21806252
chr10	21957856	21957981
chr10	22292374	22292392
chr10	22701436	22701452
chr10	23257326	23257398
chr10	23303029	23303117
chr10	23384538	23384559
chr10	23728387	23728549
chr10	23728966	23728968
chr10	23729036	23729102
chr10	23729190	23729215
chr10	25273299	25273305
chr10	25350041	25350077
chr10	26856425	26856459
chr10	27294481	27294508
chr10	27340015	27340296
chr10	27350143	27350171
chr10	27405248	27405274
chr10	27469882	27469976
chr10	27494127	27494142
chr10	27499743	27499869
chr10	28900215	28900374
chr10	29162185	29162220
chr10	29169097	29169375
chr10	29797271	29797318
chr10	30629351	30629379
chr10	30727845	30727853
chr10	30749771	30749795
chr10	32635852	32635871
chr10	32667419	32667423
chr10	32873160	32873174
chr10	33067905	33068012
chr10	33134171	33134254
chr10	34635269	34635377
chr10	35103833	35103923
chr10	35314097	35314126
chr10	35360249	35360259
chr10	35500527	35500537
chr10	35929706	35929717
chr10	35929866	35929904
chr10	37458580	37458632
chr10	37462767	37462816
chr10	37465085	37465098
chr10	37478395	37478485
chr10	38120121	38120273
chr10	38299682	38299711
chr10	43725085	43725181
chr10	44053534	44053574
chr10	44868376	44868556
chr10	44873156	44873177
chr10	44880434	44880453
chr10	45479389	45479411
chr10	45958598	45958997
chr10	45959028	45959105
chr10	45959195	45959329
chr10	46135732	46135821
chr10	46222885	46222946
chr10	46232881	46232896
chr10	46235529	46235634
chr10	46268745	46268762
chr10	46272771	46272874
chr10	46282061	46282123
chr10	46321363	46321376
chr10	46321611	46321736
chr10	46321761	46321764
chr10	46322353	46322354
chr10	46567915	46568234
chr10	46960054	46960073
chr10	46970441	46970736
chr10	46970795	46970867
chr10	47192103	47192596
chr10	47192724	47192890
chr10	47192984	47193136
chr10	47193381	47193387
chr10	47194190	47194230
chr10	47197538	47197573
chr10	47200161	47200261
chr10	47207815	47207846
chr10	47210487	47210511
chr10	47212874	47212922
chr10	47213292	47213445
chr10	47747112	47747114
chr10	47903205	47903206
chr10	47945827	47945836
chr10	48215905	48216058
chr10	48216428	48216496
chr10	48218837	48218863
chr10	48221505	48221539
chr10	48229091	48229191
chr10	48231779	48231814
chr10	48235122	48235173
chr10	48235819	48235842
chr10	48235943	48235954
chr10	48236009	48236126
chr10	48236149	48236224
chr10	48236307	48236384
chr10	48236412	48236485
chr10	48236512	48236617
chr10	48236647	48236819
chr10	48236891	48237017
chr10	48237068	48237210
chr10	48249714	48249776
chr10	48251954	48252067
chr10	48255429	48255449
chr10	48264358	48264417
chr10	48264964	48265024
chr10	48267186	48267229
chr10	48416348	48416515
chr10	48438450	48438560
chr10	49732098	49732158
chr10	49812887	49812902
chr10	50031227	50031308
chr10	50294014	50294032
chr10	50311742	50311755
chr10	50364163	50364267
chr10	50364303	50364304
chr10	50603453	50603486
chr10	50822442	50822457
chr10	51069645	51069647
chr10	51224990	51224996
chr10	51225258	51225307
chr10	51225531	51225533
chr10	51226040	51226057
chr10	51464464	51464476
chr10	51464818	51464863
chr10	51465117	51465133
chr10	51472636	51472640
chr10	51483174	51483201
chr10	51606988	51607047
chr10	51610393	51610451
chr10	51764445	51764453
chr10	51769725	51769725
chr10	51827714	51827745
chr10	51866175	51866183
chr10	51885858	51885902
chr10	51889699	51889704
chr10	51970623	51970626
chr10	52504939	52505034
chr10	52512228	52512316
chr10	52514311	52514491
chr10	55581944	55582013
chr10	55584896	55584901
chr10	61813435	61813485
chr10	62060077	62060141
chr10	63172651	63172756
chr10	63440931	63440996
chr10	63944081	63944146
chr10	63974788	63974850
chr10	63976989	63977008
chr10	64564820	64564838
chr10	64578301	64578395
chr10	65281306	65281331
chr10	65380573	65380580
chr10	68280380	68280411
chr10	69644822	69644875
chr10	69665963	69666044
chr10	69751974	69752080
chr10	69799174	69799262
chr10	69991417	69991421
chr10	70044978	70044992
chr10	70136768	70136772
chr10	70243365	70243373
chr10	70587381	70587383
chr10	70587457	70587458
chr10	70884034	70884036
chr10	70893288	70893358
chr10	71168736	71168757
chr10	71267216	71267355
chr10	71390394	71390416
chr10	71391236	71391304
chr10	71851704	71851710
chr10	71905586	71905587
chr10	71905860	71905893
chr10	71906110	71906118
chr10	72432559	72432571
chr10	72531028	72531059
chr10	72542109	72542177
chr10	72972743	72972808
chr10	73058882	73058994
chr10	73494337	73494339
chr10	73544699	73544733
chr10	73571980	73572033
chr10	74095524	74095553
chr10	74292748	74292894
chr10	74451926	74451933
chr10	74452753	74452824
chr10	75186323	75186346
chr10	75404780	75404888
chr10	75406417	75406433
chr10	75434496	75434499
chr10	75435583	75435649
chr10	75436477	75436515
chr10	75439856	75439864
chr10	75451804	75451835
chr10	75521856	75521924
chr10	75535177	75535228
chr10	75555297	75555362
chr10	75936533	75936561
chr10	76871337	76871479
chr10	76971275	76971287
chr10	77191483	77191512
chr10	77198152	77198244
chr10	78637499	78637527
chr10	78644660	78644836
chr10	78673815	78673895
chr10	78734245	78734331
chr10	78772180	78772315
chr10	79686241	79686257
chr10	79800466	79800473
chr10	81203858	81203939
chr10	81205183	81205196
chr10	81317157	81317270
chr10	81319171	81319186
chr10	81371335	81371397
chr10	81465798	81465915
chr10	81465938	81466020
chr10	81466051	81466159
chr10	81470325	81470339
chr10	81471006	81471105
chr10	81471480	81471559
chr10	81472197	81472214
chr10	81838779	81838874
chr10	81838909	81838936
chr10	81841453	81841497
chr10	81845987	81846014
chr10	82095997	82096011
chr10	82180163	82180202
chr10	86273358	86273485
chr10	86273545	86273649
chr10	86273764	86274007
chr10	88126071	88126149
chr10	88912044	88912052
chr10	88912271	88912277
chr10	88935646	88935719
chr10	88935780	88935800
chr10	88988020	88988037
chr10	88988083	88988178
chr10	88988568	88988606
chr10	88994231	88994243
chr10	88994874	88994912
chr10	89267921	89267954
chr10	90732939	90733070
chr10	91152864	91153038
chr10	91486050	91486135
chr10	92987094	92987207
chr10	93170196	93170203
chr10	93668073	93668243
chr10	93756837	93756929
chr10	93999452	93999457
chr10	94608300	94608317
chr10	94822767	94822809
chr10	95101670	95101726
chr10	95653844	95653924
chr10	96112653	96112746
chr10	96163159	96163283
chr10	96343745	96343882
chr10	97366487	97366498
chr10	97755026	97755122
chr10	97755900	97756009
chr10	97959831	97959845
chr10	98346491	98346500
chr10	98346540	98346592
chr10	98708765	98708777
chr10	98715702	98715734
chr10	98808746	98808875
chr10	99030402	99030447
chr10	99079526	99079607
chr10	99094027	99094038
chr10	99094256	99094257
chr10	99094310	99094329
chr10	99196948	99197032
chr10	99198420	99198455
chr10	99205781	99205782
chr10	99215359	99215391
chr10	99258156	99258190
chr10	99259030	99259030
chr10	99361897	99361939
chr10	99393104	99393344
chr10	99473687	99473775
chr10	99610062	99610073
chr10	99638314	99638446
chr10	99639395	99639402
chr10	99923152	99923154
chr10	99971064	99971105
chr10	100193697	100193710
chr10	101128375	101128437
chr10	101492032	101492038
chr10	101673710	101673835
chr10	102019985	102019995
chr10	102283729	102283745
chr10	102283767	102283787
chr10	102283823	102283896
chr10	102509440	102509450
chr10	102746278	102746360
chr10	102767227	102767402
chr10	102797194	102797209
chr10	103346898	103346947
chr10	103347590	103347646
chr10	103454265	103454276
chr10	103588576	103588603
chr10	103590181	103590195
chr10	103879893	103879912
chr10	104179874	104180009
chr10	104210437	104210451
chr10	104235744	104235755
chr10	104378907	104378910
chr10	104865115	104865138
chr10	104913048	104913147
chr10	105037396	105037405
chr10	105128014	105128060
chr10	105315056	105315170
chr10	105382226	105382310
chr10	105882525	105882687
chr10	108337339	108337350
chr10	108338791	108338835
chr10	108924066	108924122
chr10	111986076	111986108
chr10	112257915	112257961
chr10	112590819	112590940
chr10	112838420	112838422
chr10	114496482	114496501
chr10	114711251	114711295
chr10	114925314	114925358
chr10	114925465	114925522
chr10	115804874	115804973
chr10	115805267	115805280
chr10	115923057	115923088
chr10	116049999	116050124
chr10	116050977	116050996
chr10	116079321	116079404
chr10	116158610	116158663
chr10	116199840	116199848
chr10	116203876	116203893
chr10	116222803	116222919
chr10	116373416	116373518
chr10	116391661	116391733
chr10	116581838	116581882
chr10	116623387	116623526
chr10	116853644	116853802
chr10	118320032	118320036
chr10	118423452	118423567
chr10	118423752	118423782
chr10	118424471	118424481
chr10	118501941	118502053
chr10	118704435	118704442
chr10	118764608	118764666
chr10	118893698	118893768
chr10	118893883	118893989
chr10	120840216	120840269
chr10	120863655	120863709
chr10	120867670	120867676
chr10	121339983	121340088
chr10	121340258	121340311
chr10	121411303	121411367
chr10	121632039	121632096
chr10	121657891	121657931
chr10	122648590	122648696
chr10	123241637	123241672
chr10	123687414	123687481
chr10	123687862	123687946
chr10	123923400	123923507
chr10	123972857	123972892
chr10	123976352	123976378
chr10	124183742	124183765
chr10	124221327	124221508
chr10	124361399	124361490
chr10	124740141	124740145
chr10	124749690	124749830
chr10	125425924	125425972
chr10	125651119	125651155
chr10	126094167	126094173
chr10	126136039	126136147
chr10	126136362	126136372
chr10	126150432	126150487
chr10	126186897	126186992
chr10	126694121	126694370
chr10	127265318	127265443
chr10	127462446	127462486
chr10	127462758	127462921
chr10	127491492	127491593
chr10	127505076	127505094
chr10	127677849	127677926
chr10	128076627	128076627
chr10	131637347	131637423
chr10	131638649	131638700
chr10	131761935	131761954
chr10	131969848	131969871
chr10	133109635	133109676
chr10	133109706	133109778
chr10	133109808	133109889
chr10	133758799	133758901
chr10	133963517	133963545
chr10	134000568	134000576
chr10	134144940	134145173
chr10	134145234	134145267
chr10	134180350	134180465
chr10	134218764	134218771
chr10	134351608	134351656
chr10	134599132	134599429
chr10	134621925	134622090
chr10	134750465	134750485
chr10	134884433	134884654
chr10	134885464	134885605
chr10	134886343	134886512
chr10	134886564	134886640
chr10	134893791	134893890
chr10	134895193	134895194
chr10	134895251	134895391
chr10	134895421	134895462
chr10	134896020	134896176
chr10	134896251	134896279
chr10	134898378	134898537
chr10	134902506	134902554
chr10	134906503	134906602
chr10	134906657	134906737
chr10	134909155	134909284
chr10	135012597	135012636
chr10	135043880	135043884
chr10	135043935	135044092
chr10	135044471	135044499
chr10	135044580	135044647
chr10	135044743	135044828
chr10	135090336	135090381
chr10	135094780	135094899
chr10	135106034	135106036
chr10	135122581	135122600
chr10	135125384	135125487
chr10	135126227	135126253
chr10	135139378	135139395
chr10	135207725	135207836
chr10	135236730	135236892
chr10	135237050	135237140
chr11	198029	198078
chr11	198135	198157
chr11	199335	199347
chr11	199916	199936
chr11	224078	224084
chr11	236317	236328
chr11	369804	369922
chr11	376587	376620
chr11	376653	376724
chr11	376773	376786
chr11	399022	399196
chr11	403097	403107
chr11	406146	406242
chr11	407445	407524
chr11	419530	419550
chr11	450456	450637
chr11	486902	486920
chr11	488199	488211
chr11	555330	555339
chr11	555870	555930
chr11	555996	556109
chr11	556267	556278
chr11	558987	559019
chr11	559275	559467
chr11	626948	626989
chr11	637317	637472
chr11	639530	639545
chr11	639799	639953
chr11	640146	640147
chr11	640190	640264
chr11	694759	694908
chr11	700217	700235
chr11	721092	721102
chr11	767250	767361
chr11	770264	770435
chr11	771122	771153
chr11	772427	772432
chr11	777399	777448
chr11	792580	792644
chr11	792719	792727
chr11	804401	804423
chr11	824619	824661
chr11	830866	830882
chr11	830929	831084
chr11	842414	842508
chr11	926022	926088
chr11	1094871	1094883
chr11	1098611	1098619
chr11	1099818	1099839
chr11	1100963	1100978
chr11	1101872	1101903
chr11	1102446	1102448
chr11	1103515	1103546
chr11	1151585	1151699
chr11	1154228	1154305
chr11	1155144	1155203
chr11	1155613	1155783
chr11	1156219	1156263
chr11	1156572	1156662
chr11	1157499	1157608
chr11	1157723	1157733
chr11	1157888	1157936
chr11	1158024	1158149
chr11	1158952	1159069
chr11	1159271	1159409
chr11	1161213	1161322
chr11	1161818	1161887
chr11	1161977	1162020
chr11	1162106	1162114
chr11	1162197	1162253
chr11	1255068	1255078
chr11	1264863	1264945
chr11	1264997	1265144
chr11	1265175	1265342
chr11	1265433	1265495
chr11	1265557	1265709
chr11	1265944	1266007
chr11	1266236	1266463
chr11	1266552	1266628
chr11	1266808	1266867
chr11	1266964	1267049
chr11	1267611	1267611
chr11	1268357	1268435
chr11	1268535	1268539
chr11	1268735	1268844
chr11	1269204	1269350
chr11	1269717	1269736
chr11	1270676	1270740
chr11	1271623	1271625
chr11	1271862	1271886
chr11	1271932	1272044
chr11	1272083	1272108
chr11	1272197	1272238
chr11	1272347	1272352
chr11	1272397	1272473
chr11	1297892	1298027
chr11	1411515	1411605
chr11	1432600	1432863
chr11	1469028	1469093
chr11	1471006	1471052
chr11	1478185	1478279
chr11	1481744	1481884
chr11	1482153	1482184
chr11	1578123	1578129
chr11	1578224	1578243
chr11	1578270	1578400
chr11	1578480	1578546
chr11	1578569	1578600
chr11	1629271	1629294
chr11	1629600	1629615
chr11	1643158	1643169
chr11	1651279	1651298
chr11	1769243	1769299
chr11	1770245	1770356
chr11	1861079	1861085
chr11	1861432	1861447
chr11	1891482	1891493
chr11	1891638	1891847
chr11	1944105	1944121
chr11	1968593	1968609
chr11	1993813	1993988
chr11	2005668	2005746
chr11	2291064	2291071
chr11	2291536	2291562
chr11	2398780	2398805
